text	label
so many bitches in one sentence fixitjesus	0
so many bitches think they re so much hotter than they are	1
so many hoes whipped you would have thought we were still in slavery	0
so many shady bitches the secret thirst is alive	1
so many weird people in the ghetto at this time	2
so much for ucla being the team to beat they are trash	2
so much more going on but hypocrisy doesn t sit well with me my redneck family from central illinois more black then bieber	2
so much white trash at this demo derby	1
so my coworker is yellin at my other coworker and i so i m like who you talkin to cuz it s not me then she wanna bktrack like no bitch	1
so my daughter seen charlie villanueva questions on	2
so my dumb ass screams fuck the redskins in this big ass echo filled parking garage	1
so my light was off amp door was closed mom walks in turn lights on tells me to take trash out in the morning then walked out light on	2
so my mom told me she put my drug paraphernalia in the trash the shitty life of a stoner with a cop mom im pretty upset	1
so niggas wanna be bitches and shit wearing flowers and shit smh y all niggas gay	1
so niggers really believe phelps just smokin on a regular huh tell me now amp i ll log off for the night	0
so now ain t nobody got a type you all like bad bitches huh well why yo baby momma never mind	1
so now been trill is trash cus asap said so ok	2
so now he wanna lie he s a fuccing joke ajay gotta whole bitch but oml trynna argue wit me amp shit like fir what boi	1
so people here donate plasma to feed their drug addiction i donate because i get money and i save lives whaddup bitches	1
so pissed i forgot that saiyan bitches infio she gave ne her ig tioo fuck	1
so real it s unreal lol yankees worldseries andcounting mlb mlbtheshow	2
so scared for orientation i hate meetin new people they re gonna think im this quiet girl but really im the craziest bitch they ll ever meet	1
so sick of you fake ass hoes	1
so some bitch flipped me off for letting her infront of mee okay	1
so some pussy don t cream when they cum	1
so the flash pops is the dawson pops i think he mighta actually killed the mom cuz gail was a lying cheating bitch	1
so this dumb bitch had an opinion bout wtf i post on my instagram the time it took to write a post	1
so tired but mom is making me stay up until she is finished drinking another beer she better chug that shit	1
so to the fat toothless sack chasing bitch that just yelled at me from her busted ass van window fuck off and get a real job	1
so toodles to you bitches goodnight	1
so was chris brown talking bout hisself when he said these hoes ain t loyal	1
so we are not even two full games into the season and the fairweather whining is already in full effect yankees	2
so weird how the word cunt is offensive in other countries yet in this country it s a reference to somebody like who s this cunt	1
so what if she a hoe in her city if she make you happy move her to montana and be happy for the rest of y all days	1
so yall give farwells to lulu yet did all but shit on kris ok bitches ok	1
so yall hoes still surfboard n in the tub or nah	1
so yesterday i ran into a dude i went to high school with amp he used to be skinny as hell now omg same fucker who slit my tires years ago	1
so you don t want to see the true life story of american heroes bizzy lazy krayzie amp wish you wanna watch hillbillies shoot pumpkins	2
so you females feel like it s ok to dress like a hoe smh i just hope i don t have a daughter please god	1
so you still don t suck dick or eat pussy in	1
so brony folk far and wide are throwing bitch fits over equestriagirls i must be the only one who isn t it looks interesting to me	1
so i can get into something closely approximating the full bird of paradise yoga pose time to make my ragdoll cosplay	2
so about this flappy bird game then	2
so are the olympics over in brazil yet or what i mean yay sports what stop looking at me like what are you queer goredskins	1
so hello kitty is really a chicken boo bitch	1
soap i wish some pussy thowhat does your beard smell like	1
social media post about rival social media app i shall never let the word edited appear next to my facebook status double read it bitch	1
social networks will ruin a bitches game	1
sock the pussy like i m vegeta	1
soetoro obama is moving the country forward w his vision his vision is to downsize our oppressive country and get even w whitey war	0
soft niccas usually send the hate thru the bitches jealous instagram niccas hatin on ya pictures	1
soft niggas usually send the hate threw the bitches	1
sold weed to a bitch who s gonna be a lawyer bet she ll have a niggas back	1
sombody bring me some pussy	1
some don t cross me bitches	1
some army females just bitch about everything	1
some douche cubs redneck cubs fan freaked out asking if bites no you bloody berk he s like the	2
some jihadi posted a bio of the isis boss mr awad with excellent sociological info can t thank him her enough for the gift	2
some are oval and some are pink some are blue and some are just yellow	2
some bitch niggas in drumlin just sprayed me with water and ran away fucking pussies	1
some bitches are relentless you can curve her a hundred times and she still wants the dick	1
some bitches barely respect themselves	1
some bitches curve game be too serious	1
some bitches just have no luck with men lmao maybe you re the problem sweetheart it can t all be our fault lol	1
some bitches need to get a life	1
some bitches truly ain t shit	1
some black people live in an entirely different world where everything is peaches and cream apparently take off the rose colored glasses	2
some call it trickn i call it hangn out ima handle my business n knock dat pussy out	1
some croquettes for you hoes	1
some girls think being a bitch and having an attitude is attractive who tf made you think that	1
some guy at orientation got asked what his top favorite music artists are and the first thing this bitch said was usher	1
some ho hitting on my wife lol	1
some hoes that tweet just make me mad lol	1
some lying ass hoes lol	0
some movies are made to facilitate dudes to pick girls up think out side the box lil nigguh	1
some niggah said sugapuss to me lastnight	1
some niggahs save hoes i aint that heroic	1
some niggas beat a bitch to get a point across some mentally fuck w her some just ignore it	1
some niggas save hoes	0
some of the ice melted in my car cause the dumb fuck at decided he wanted to strike up a conversation wit a fat ugly bitch smfh	1
some of these hoes are loyal	1
some of these hoes deserve a kick in their vagina lucky i aint tryna loose my shoe	1
some of these hoes need to hop off those high horses they seem to be riding	1
some of these hoes out here for everybody	1
some of these hood negros don t deserve bail money the way they be visiting jail	0
some of these niqqa a straight pussy whipped	1
some of these sex gifs are fucking retarded	1
some of y all females undercover hoes	1
some of yall gorgeous women ain t so gorgeous when we realize you got a ugly bitch attitude	1
some of yall just popular cuz of yall name these bitches be ugly	1
some of you bitches are dumbbbb	1
some of you girls should be wifey for halloween since some of y all been hoes all year	1
some people are bitch ass niggas amp you should just stay far away from	1
some people are so constantly pessimistic it s so unattractive like if you have that much to bitch about why don t you start changing	1
some rednecks just raced down the freeway gt e	1
some thots will just never learn gooooo awaaaaay hoe	1
some women are straight bitches	1
somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards i hate yall	0
somebody help her bitch nigga bye you just want something to say	1
somebody please choke that fucking retard that keeps yelling mashed potatoes what a tool pgachampionship	0
somebody tell these nigggas i ma keep fuckin they hoes i ma keep rockin these shows	1
somebody tell these pussy niggas i got em	1
somebody tell these pussy niggas i got em i got em	1
somebody toss this bitch a dasani or something gurl is thirsty	1
someone at my household wants to die i get all excited to enjoy a couple of oreos but someone left only one one friggin oreo	2
someone bitch slap me into the lake if you see me on fb tomorrow i suspect my hard core gop friends will be all over this	1
someone came up amp told me that i pulled hoes today i was pissed just because thats so fucking false that its sad	1
someone come take these brownies away from me before i eat the whole pan	2
someone needs to get this boring nike fag off the stage	1
someone please bring me goldfish crackers	2
someone probably told him god was trash	2
someone should explain to blake griffin that talking trash to an opposing rd string is unbecoming even amongst clippers	2
someone shut this beaner up please	0
someone tell his dreads are part of the uniform i d pull your hair too why are you trash talking cut your doodoo braids	2
someone tell me where the drinks at where the bitches at you fucking on the first night meet me in the back game	1
someone tell the royals to stay home there trash	2
someone tell this bitch to stfu	1
someone tell this hoe to turn on lion king	1
someone told iggy azalea she stunk as a child cause this bitch still upset yo it ain t even that deep	1
someone s mother called me a handsome buff yellow thang last night my ego was temporarily elevated and was dying lol	2
something funny herert control your excitement sir lets gooooo teena bitch	1
something like a perfectionist even check my horoscope bitch	1
sometime i wish i wasn t colored	1
sometimes i feel like being really nice to everyone then i m just like wait you re all bitches anyway soooo	1
sometimes i just want someone to bitch to about a shitty day	1
sometimes i wake up on the ceiling the floor outside near a trash can on your mom in hollywood somewhere in a ally somewhere	1
sometimes i wish i had a cute pet monkey but then i remember it would probably defecate everywhere beat me up and destroy my house	2
sometimes a bitch needs to struggle to get where she goingsometimes some shit just an extra	1
sometimes females are just fucking retarded bro i swear i just want to kick y all in the ovaries	1
sometimes ppl stay married cuz it s convenient when u constantly bitch amp complain amp sleep in separate rooms it s time to reevaluate	1
sometimes u gotta knock a nicca out tho ijs freecb	1
sometimes you don t wanna fuck the bitch but her head so good you end up fucking	1
sometimes you gotta block a bitch because damn they annoying	1
sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on	1
sometimes even i gotta tell these hoes to grow up smh	2
son of a bitch	1
son of a bitch thunder	1
son of a bitch i can t wait till baseball is back americaspasttime	1
son of a bitch	1
son why is our mail lady so ghetto	1
sone of y all bitches need morning glory milk baths	1
sonnen is a faggot	0
sonoma county cannot handle the gutto style straight up north bay is pussies forever	1
soon will be to fuck backtrack and i can t wait because fuck those faggots	0
soon as da money gon dem bitches leavin you get locked up she ain t gon visit ya neither	1
sooo my first aid cpr certification came in handy tonight glad i didn t lose my monkey	2
sooooooo true but i m the pussy monsta	1
sore loser charlie crist won t give concession speech calls for recount tcot pjnet	2
sorry sam i went tois wes durham woody durham son if so why is that tar baby doing a pack game	2
sorry about the spam but i dare you to search nigger on twitter and not laugh impossible	1
sorry all my fellow negros	2
sorry fo da rant it make me mad and ashamed to be colored i wish i be white so y all would like me	0
sorry hoes but l o v e does not stand for legs open very easy	1
sosa on the beat ho	1
sound like a real nigga to me keith stood under the monkey bats looking up girls skirts during recess time fucking creep	1
sounded like a bitch but whatever	1
sounded like a god damn bear just fell out of my trees might be time to stop pissing outside and piss bucket up in this bitch	1
sounds like a hoe	1
sources say that charlie crist is on the phone with rick scott as i type this to concede	2
southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working	0
space brownies	2
spark these bitches interests	1
speak to my face you fake bitches	1
speaking of that years pussy was phenomenal	1
speaking of ford and garland i need to get my sub from there and a job application lol killin birds with one stone merica	2
speaking ofa lot of them backpage hoes don t like fucking black guys so i never went thru with it	1
special thanks to tina charlie and staff at waverly hills thanks to everyone that dedicated time to make the	2
spell my name right bitch then we ll talk	1
spendin money that we saved stackin ones like bricks hittin bitches like craig watchin ass clap morningstusesh aminfairview	1
spending money on these hoes nigga you aint fuck shit	0
spics are half breed trash no filthy native should be allowed to speak to any european	0
spiff tryna hoe	1
spittin crystal in a bitch face was larry johnson s funniest moment in my book sue me for having a sense of humor	1
spongebob ass niccas fr	1
spring breakkkk bitches	1
spring is almost here i realized that my collection of hoes has severely decreased	1
squidward in the face ass bitch	1
stafford trash without megatron fantasyfootballproblems	2
stafford you pussy	1
starks being a faggot	1
start punching hoes in they esophagus and shit	1
started wit hanna montana hoes now im fuckin all of nick cannon hoes	1
started with bricks now i m sold out bitch	1
stay home then bitch fuck u	0
stay pooned bitches	1
stay warm beanies sweaterweather booty ever	2
stay witcha nasty little hoes who don t do shit for you	1
stayin up late to watch ichiro yankees	2
step up all in was so horrible that bitch went straight to dvd	1
step up and take your oppurtunity freshfaces iubb hoosiers	2
step up in the club smoothly with the l in my hand bitches know i m a freak like the elephant man	1
stephan a smith saying jay cutlers shouldn t be a mvp candidate is just straight up retarded	2
stephen the threat about your brother doesn t scare me quit runnin your fuckin mouth amp you won t have to hide behind your brother bitch boy	1
stern fixed the image of the league nba players not knocking they bitch out in elevators	1
steve calvin annis cunt	1
steve mcnair got murdered by his side bitch man life is crazy	1
stevie j my nigga bitch be on ten	1
stfu hoe	1
stfu kenya u make me sick lonely desperate bitch	1
stiff armed his hoe ass lmao	1
still can t see what niggers see in them white hoes	1
still confused why king ordered two tranny hookers to the party last night	1
still don t give a fuck bout a bitch or her dude	1
still downtown with these bitches	1
still really confused re humplayproblems i think lucricus is a fag dagger	0
still waiting for oomf to hit that hoe lololol	1
still wit the same bitches to the death of me	1
stolen from cream fly xl lol but really guys i m giving classes on keeping that bitch who s registering	1
stomach is hurting i m starving for some early morning pussy	1
stoni is a fuckin queer	0
stood outside for minutes to take a phone call went back in and looked in the mirror and saw a somalian fuck the sun lil punk ass bitch	1
stop smokin bathsalt charlie brown rejectedpeanutsspecials	2
stop twatching me bitch	1
stop actin like yu just started wearin ya uggs bitch i seen you break em out in august	1
stop being a hoe	1
stop giving these hoes half azz dick plow it deep make her scream nd cream	1
stop hatin niggah i got ya girlfriend callin you a hater niggah	1
stop lettin them messy hoes mess with your business	1
stoping celtics trash please	2
stop sayin my gov name fuck wrong widd u bitch is u stupid	1
stop snitching faggot i ll snap you a nude but promise you won t screenshot don t worry baby i won t	1
stop spoiling u fags	1
stop trying to be down honky	1
stop using the word redskin s	1
stop whacking off in the shower queer boy	1
strapped up fasho cause iont trust no hoe	1
stress stress go away come again never you fucking bitch	1
strong jaw ass bitch	1
strong pussyyall think ciara got good pussy	1
stu a rape faced faggot man i m sick of this nigga	0
stuck up serious bitches are possibly the worst type of girls ever	0
study by center for biological diversity called taxpayer funded ivanpah a mega trap will kill birds year	2
studying for this bio test like a hoe	1
stunt on these hoes like	1
stupid and ain t got hoes shmediumproblems	1
stupid ass alex scary little bitch throw it	1
stupid ass hoe	1
stupid bitch	1
stupid bitch	1
stupid bitch at church s didn t give me my fucking bbq sauce so now i gotta eat some dry ass chicken strips	1
stupid bitch should have stayed home	1
stupid bitches deserve to be treated like a stupid bitch	1
stupid bitches lt lt lt fuck	1
stupid bitches	1
stupid bitches fucking skanks dumb hoes	1
stupid cunt bitch on the road	1
stupid freshman bitches that walk like slow as hell and u can t get around them hurry the fuck up sloth	1
stupid fucking cunt	1
stupid hoe is so wack	1
stupid lil bitch really think i m trippen you outttta pocket with this pimpinnn	1
stupid people talking smack on uncle tim tom are the same ghetto fools w no future i m surprised u ignorant niggaz even read or write	1
stupid teabagger restaurant making customers pay minimum wage fee	0
stupid white people making my posts relevant to they own life stupid cousintoucher honkie whitetrash blonde	0
sub tweeting and uoeno lol bitch	1
subtweet me one more time you dirty chink whore	0
subtweeting little bitch taking the high road	1
subtweettweettweettweet cuz skinny niggah but my dick long	1
such a trash episode of the walking dead tonight	2
suck my dick so good i m like god dam you dirty bitch	1
suck my super monkey balls	1
suddenlink is trash y all know how important bubble guppies is to our day	2
sum of y all kno y all be on lock but talking bout bitch i ain t doing shit tonight ho i m tired	1
summer hoes turn into winter wifeys	1
summer hoes turning into winter wifeys	1
summer is over so all you half naked hoes are gonna have to find a personality now	1
summer time bitch always wild	1
sumn wrong wit da pussy een tho i ain t gonn hit it ima still make sure dat she gushy	1
sunday s are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league	2
sup bitches	1
super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol	1
superman your ho eyyyy	1
supporters of officer darren wilson rally in st louis ferguson kkk tcot tpot teabaggers teaparty	2
sure i got a nice car a inch tv stainless steel appliances in my apartment and a few thousand twitter followers but i ain t got no hoes	1
sure wish my nose would stop dripping this sick shit is for the birds	1
surprise bitch	1
surprise surprise tsa trashes brandon darby s border patrol sources	2
surrender of divinity conquerors of the apocalypse via gt oriental black metal hell	2
suzan are you really going to make me get off this sofa to find some damn silverware by golly you old bitch	1
swag bitch gratata	1
swag fags who gags lml nd y all niggaz wanna ce swagged up foh i m gxxd i ll stay g d up	1
swag killed the bitch like columbine	1
swap meet bound beaner	2
swear to god man niggas talk more than bitches these days	1
sweet jesus morningjoe are you going to split screen rep james clyburn amp charlie daniels at the same time morningjoe	2
sweet milf in white lingerie has her hose ripped and her pussy pounded	1
sweet and innocent schoolgirl minami asaka s pussy eaten	1
sweet baby birds you crack me up houston foodlovers	2
sweet innocent teen clothes ripped and pussy fingered hard	1
sweet yellow bone thang i call her honey mustard	2
sweet just found that box of twinkies i bought last year for i bet its at least tripled by now such a no brainer buy	2
sweetheart to a lady but i m hard on a hoe	1
swing on heri really don t like this woman old hag ass bitch	1
switch a roo yo hoe let me hit her	1
switcharoo on yo main bitch me and my niggga hell naw we don t date hoes	1
switcharoo yo hoe	1
switcheroo on yo main bitch me and my nigga hell naw we don t date hoes	1
switcheroo on yo main hoe hell naw me and my nigggas don t save hoes	1
sydney on this hoe asking dumb ass questions	1
t talked sooooo much shit today that he would mop the floor with kyle and i we both ended up raping his time bitch	1
t up bitch no chaser needed tsu hc k	1
tcby with these hoes	1
tk fucking money bitch	1
tlc s chilli and her bullied son have the same moustache and seem to share clothes yer in the public eye stop crying ya flaky bitch	1
tmz hoes	1
trust me seattle gt we give thanksgiving it s due gt a huge flightless bird dream come true for european bird eaters	2
trust me when i say that jesuschrist would be killing faggots if he came back to life in today s day and age gt spartacus rome	0
turnt up with yo bitch in a house party	1
tv makes these hoes seem more attractive yawns	1
twitter is just like real life filled with pussies	1
twitter newsflash do not ever visit easton pburg area theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions	1
taco bell is super trash when you re sober	2
tail light out not giving a fuck rollin up on a bitch wit da head lights off	1
take a bitch to soho for some froyo tell her she gon blow it romo	1
take off you fucking hoser	1
take that and shove it up your ass yankees derekjeter	1
take yo bitch on a dinner date then i paint her face	1
take yo hoe ass to sleep	1
taking out a second mortgage and betting it all on the yankees winning the world cup they win a lot seemed like a no brainer to me	2
taking pics i m the school bathroom is fucking stupid retards	1
talk about me behind my back i hate that pussy shit	1
talk about pussy power	1
talk alot of shit but if i want ill put u on the spot so don t test me bitch	1
talked to deigo last night my dawg good like that bitch maegan	1
talkin brokanese i took yo bitch and broke her knees	1
talking angela is a hoe	1
talking shit like a hoe about huh so like a man ima murk you wen i see you	1
tanning with my main bitch	1
tarantulas are dope but the spiders that are small n can kill you fuck datspiders arent scary sheesh y all some pussies	1
taria the filterless sis dari the angelic sis im the big bro lol and jigg lil bro	2
tarzan out dis hoe	1
tattoos are about expression not meaning one mans trash is another mans treasure	2
taught ma lil niggah how to treat a girl	1
taught me how to hate a bitch	1
taylor swift looks like the kinda bitch you would bring home and only get a dry handjob from	1
tbt nigguh	1
teach meyou really be fucking bitches brah	1
teacher why am i hearing talking because you have ears bitch	1
teacher you had all weekend to do you homework me uhm sorry bitch but i have a life	1
teairri marie is crazy the poor girl ain t do anything to her bitter ass bird	1
team john in this bitch	1
technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao	1
technology ain t doin nothing but making these hoes look better	1
teen gets all her holes penetrated and even fists her own twat	1
tell a bitch gtfo my face fa no reason	1
tell a hater i said fuck you tell your bitch i said fuck you	1
tell a itty bitty bitch pipe down	1
tell dem thot bitches im not right	1
tell me that that pussy is mineeeee	1
tell that hating ass niggah to shut the fuck up	1
tell them hoes i m all friended out	1
tell them hoes come here cause it look like they forgot bout me but the fact that they aint seen me that should say alot bout me	1
tell them lie speakin lips they should try pleadin ths more often bitch and refer to me as your awesomeness	1
tell them skinny hoes bounce bring them thick bitches back	1
tell these hoes i love them just to fuck em	1
tell your bae ho tre testicoli it means i love your eyes in italian	1
tellin me im disrespectful but i aint the one callin everybody a bitch for free	1
temples playing with my life i might be i working bitch this semester cuz i m not paying outta pocket	1
tempted to finish every sentence i say today with yo or bitch breakingbad	1
terio got all the hoes	1
terrifying leprechaun	2
text me instead of playing flappy birds soiknowitsreal	2
text me nig nogs	1
text me with plans nigs	1
text ya bitch like ya man suck meet me at da birkin store tell em get his bands up	1
text your bitch some lyrics from that new ty dolla ign tape before she wake up so she ll nag you a little less today	1
texting this bitch like she main material fuck that shit she finna get these youza hoe text	1
tf i m acting like a sad ass bitch for old anthony coming back fashoo	1
tf bitch do mine	1
tf bitches get a coupleand be fstow	1
tf is a real twitter nigga bitch y all on this hoe tweekin	1
thank you charlie ff	2
thank you charlie	2
thank you charlie happy thursday	2
thank you hand out that candy charlie	2
thanks for coming with me last night because it s ghetto and no one else could of handled it summer	2
thanks charlie	2
thanks charlie	2
thanks charlie have a great evening	2
thanks for scaring the absolute fuck out of me flatfoot now i look like a pussy fucking jerk	1
thanks for that text i found that hoe	1
thanks to cracker tweets today my pilchards on krackerwheat are repeating on me like a typical night on the bbc	2
thanks to my nigga coco i smell good then a hoe haha finna pull allllllll the hoes come smell a nigga	1
thanksgiving break bitches	1
thanksgiving early hoe	1
thanksgiving with some fam shaylay ignore the chink eyes	1
thas my bitch too	1
that ouija movie look like trash	2
that larry the cucumber tweet is funny af but it s a bit much toyou young bitches might cry	1
that principal shld be ashamed look at these poor colored kids who we made smart they are not your props disgusted morningjoe	2
that annoying moment when you have to keep removing your headphones because someone keeps talking to you like move bitch	1
that ass got a niggah hypnotized	1
that ass so perfect we can t help ity all diss hoes but praise nicki minaj everyday i don t understand niggas man	1
that ass so retarted it belongs on a short yellow bus	1
that awkward moment when igotdrunkand you re still an ugly hoe	1
that awkward moment when a hoe says she s not a hoe	1
that awkward moment when you hold the door for someone and they use the door next to it like bitch you better back the fuck up	1
that bad bitches get left because of wack pussy kinda overrated cause the sex can get better if everything about her is cool	1
that beach from greece is so beautiful why do i live in bitch ass virginia while people get to live around such beauty year round	1
that bit donovan got dvd s droppin and all i see ya lha bitch	1
that bitch amanda ran away from me	1
that bitch a tha tha	1
that bitch better be happy about that tip	1
that bitch called on thor for some strengthwait	1
that bitch came flyin in lmao	1
that bitch can t touch me	1
that bitch could sit on my face	1
that bitch crazzzy pussy fixit scandal	1
that bitch cur my hair way to short	1
that bitch filthy	1
that bitch got million boyfriends	1
that bitch got k followers but drive a honda	1
that bitch hollerin abt fuck me nahh fuck dat bitch	1
that bitch is corn fed	1
that bitch is goin off off off	1
that bitch is hella cranky today someone hand her a joint	1
that bitch is lyinggggg	1
that bitch just walked off all like wtf	1
that bitch mouth made the honor roll	1
that bitch on qualitest she dont act right wisewordsfromwebb	1
that bitch said her pussy pops severely thoe	1
that bitch told me to control myself i told her to go find yourself	1
that bitch want my numba she gotta fuck my bruda	1
that bitch was worried about fines fuck you my best friend got jumped by cock suckers fines should be the least of your worries	1
that bitch you met know what i mean she don t be the same bitch a million dollars later my nigga you feel me	1
that bitch	1
that boy has always been a pussy never been a threat	1
that broad days moewhat earth is thisniggarihanna prolly the sexiest bitch on earth	1
that crow has socks	2
that damn lispy mouth bitch knows good in hell well tara wasn t a damn roommate damn rocks for brains man lol	1
that depression shit trash	1
that dude rent ain t no punk bitch either	1
that dude from chicago w the fuzzy mustache and bangs johnny love he s whack memoriesofidots	2
that dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day	0
that fat bitch that s always on the phone just walked in	1
that front flip was trash that s how i front flip into the swimming pool and land on my back every time	2
that fucking slutty beaner	0
that hate shit dont mean nothing bitch im feeling myself	1
that ho went from darkskinned to mulattothis fucked me up	1
that hoe ask what time it is it s	1
that hoe beefing over tunchi chillllll ouutttt	1
that hoe out there fat trel said it best	1
that hoe said my booty on fleek lmfaooo	1
that hoe was nipping	1
that ios gon get yall bitches fucced up trynna hide shit	1
that last tweet was just song lyrics i don t really like bad bitches i like pretty chicks bad bitches cheat too easily and too often	1
that long hair doesn t cover up your redneck	2
that makes you an annoying bitch if you re out looking to be offended you can t bitch when you re offended	1
that mocha colored chick doe gt gt gt gt think i fell in love	2
that nig darion couldn t help but act like the camera was on him he didn t keep any composure eattin those crawfish hahaha	1
that nig was a g on that e i would have done the same thing	1
that nigga so trash	1
that nigga tannehill trash lmao dolphins trash	1
that nigga gucci always hits that hoe when he puts rick james in a song giving our nigga rick a shoutout riprick rickjamesbitch	1
that nigga john ain t ah real older nigga forreal he let vick brotha bitch out on maplerow	1
that nigga talkin like a hoe tell that bitch nigga speak up	1
that niggah is me lol tmlt	1
that nigguh will never play football again	1
that night cap nonsense is for the birds	2
that old lassie in greggs is a total bitch man	1
that one drunk white bitch that always instigate problems involving at least one black dude then crys afterwards when someone gets hurt	1
that other shit for the birds get over yo self	1
that pic is now circulated by jihadis with a call to kill him saudi isis syria	0
that pussy best be shaved for the holidays	1
that pussy came gift wrapped	1
that pussy can t be that hairy shit gotta stink lol	1
that pussy crying for help	1
that pussy fat whatchu feeding it	1
that pussy sooo good	1
that shacking up shit for the birds yo	1
that shade of faggot clashes with your eye color	0
that shit is for the crows in wal mart parking lots	1
that son of a bitch moment when you open the fridge and have no food	1
that stupid bitch karma best pay up	1
that vine started a coon frenzy bruh	1
that warm fuzzy feeling when you re able to give someone a helping hand talking about medical problems with others can really help	2
that was a bitch move i pulled probably the most heartless thing i did	1
that was a solid investment of mins cue up frank yankees wow	2
that was almost years ago i gave all them bitches away or they were stolen	1
that was deep like yo mommas pussy deep	1
that was my faggot rant for the night	0
that was not good times starting the mickey mouse club soon	2
that was trash i m just gonna put my phone down goodnight	2
that would be so weird and uncomfortable working at one of those whore coffee stands like i would freeze my ass off those bitches get naked	1
that d been a ghetto little meal	2
that s ya bm thothat ain t my hoe	1
that s a deal breaker yo pussy shouldn t smell like my sweaty hooping shorts	1
that s a legal tackle faggotseriously	1
that s a mighty big bitch in the saran wrap dress lol	1
that s all i m saying you hoe ass niggas	1
that s how i know the pussy is ready for me white people gay	1
that s how you know who be lying about getting in the pussy talking about tasting like water and fruit and shit tf is that	1
that s how you let the beat build bitch	1
that s like saying i ve had the pinto sincedude i ve had an iphone since the beginning	2
that s most niggasfucking with the wrong bitches got me cold as ice	1
that s my young ho i don t want nuthin old but her bank roll	1
that s not a duck face that s the result of me walking into a pole once while i was tweeting that you re a retard	1
that s not catfish stinking up my tl it s sore pussy my bad	1
that s okay minivan you can run that red light i m sure your nail appointment is more important than my life bitch	1
that s real dedication this bitch got diarrhea and still here shitting up the bathroom	1
that s real pinchbach i told them niggas watch how everybody that wasn t on the bandwagon jump on the bitch when they get to austin	1
that s right i m making brownies right now	2
that s still my pussy	1
that s the kind of bitch i hate fucking with	1
that s what i tell my hoes when they ain t throwing the neckaint nobody got time for that	1
that s why i don t stunt these hoes on instagram teamrealbooty	1
that s why i keep you here you ain t like them other hoes	1
that s why i tucked yo bitch u ignorant ass mother fucker	1
that s why i could always call smurf for anything my niggah always there even when im beefing w my baby	1
that s yo bitch i was all up in her guts	1
that s your bitch why she acting like she need a man	1
that and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches sooo there s that too	1
thats bad when your bestfriend says yu act like a hoe cx	1
thats bc she is crazy lol thats my nicca thoman i swear idt nobody mom is cooler than mine yo	1
thats fucked up give him some pussywoke up with sex on my mind i should just play with cont	1
thats my bitch when i feel like it	1
thats not ya bitch if she dont love giving you head	1
thats some hoe shit doe	1
thats the only thing a nigga ask forrt its some choosable bitches in here tonite	1
thats why i aint cuffing until im grown afthese hoes ain t loyal	1
the yanks are coming from disparagement to pride	2
the yankees don t need tanaka or beltran or all these big name players believe	2
the midwest of the us is white trash	0
the south of the us is white trash	0
the teabagger freemarket really doing wonders in bangladesh these last couple of days tcot p teaparty randpaul	2
the elite call conservatives our niggers behind closed doors tcot teaparty	0
the are playing the tonight in other words i am not friends with	2
the african goshawk accipiter tachiro is a species of bird of prey in the accipitridae family fou	2
the bucs has great uniforms and ruined them both for that trash smh	2
the conjuring wasn t trash it just wasn t as good as insidious	2
the dmv system was recently restructured on the narrative outline of dante s inferno only edit dante is a fat pissed off cunt	1
the devil wears charlie by revlon lesserfilms	2
the english killed all the leprechauns thank god annoying little bastards	1
the giants trash	2
the guy got excited when he saw oreo cookie crusts he thought i was making pie he was bummed when he realized it was cheesecake	2
the internet will make you think these bitches are who they re actually not	1
the irish in california are all white trash	1
the john cantlie video issued by al furqan media is a new level of the jihadi propaganda promises more episodes amp wages ideological warfare	2
the kfan mock draft continues cleveland is on the clock paul allen has the vikings th pick i am going with def back justin gilbert	2
the karate kid is such a pussy	1
the met office has issued an amber warning of snow at least it s not a warning of amber snow posh word for yellow	2
the monday has been a bitch	1
the office fuzzy socks and my favorite blanket is literally all i need in life rn	2
the perfect gift for the jihadi on your shopping list	2
the perfect gift for the jihadi on your shopping list	2
the pirates have made the playoffs and the yankees are out hell has frozen over	2
the redskins trash as fuck for not getting that	1
the republican lt governor of missouri says he s sorry he called law anglo american law racist pig that he is	2
the rick scott charlie crist ads have been running nearly non stop in florida for the past week and they are getting even worse	2
the saints are pure trash lol smh	2
the south is full of white trash the midwest is full of white trash the west coast if full of white trash	0
the steelers new uniforms look like homosexual bumblebees wtf	1
the tl talkin about eatin pussy and u watchin soccer ur a grade a faggotthis game is crazy	1
the walking dead is trash people that is all	2
the wayans bros is the most retarded show ever	2
the x s and o s exes and hoes i exit and ghost	1
the yankees still suck	2
the bad bitches still awake	1
the baddest bitch in the world followed me on ig today and started liking all my pics i aint even all that attractive so i know she catfish	1
the baddest bitch is back on chestnut welcomehome	1
the beautiful fairy pools near glenbrittle on the isle of skye scotland	2
the beauty of not needing or wanting a man is priceless idk see how bitches be strung the fuck out over men they have joint custody with	1
the bengals have been trash for like weeks it seems	2
